category,name,discount,badge,sold,url,image
Personal Care,GIV Body Wash Hijab Tin & Zaitun Pouch 400ml,-25%,Hadiah Gratis,2RB+ terjual,https://shopee.co.id/GIV-Body-Wash-Hijab-Tin-Zaitun-Pouch-400ml-i.186214521.22171365839?extraParams=%7B%22display_model_id%22%3A225328361302%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7qukx-lhycfqpx9n1sd3
Personal Care,EMERON Hijab Shampoo Clean & Fresh 340ml,-31%,,579 terjual,https://shopee.co.id/EMERON-Hijab-Shampoo-Clean-Fresh-340ml-i.186214521.9590446333?extraParams=%7B%22display_model_id%22%3A101682566296%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7qukx-les8xz0bdk592f
Personal Care,Bonvie Coco Hair Oil - Minyak Rambut Scalp & Hair Treatment 30Ml,-15%,,375 terjual,https://shopee.co.id/Bonvie-Coco-Hair-Oil-Minyak-Rambut-Scalp-Hair-Treatment-30Ml-i.186214521.43307009442?extraParams=%7B%22display_model_id%22%3A69920767080%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134275-7ra0t-mbp19wt8a1qv77
Personal Care,Pantene Conditioner Miracles Biotin Strength Daily Hair Supplement For Hairfall Control 300ml,-20%,Hadiah Gratis,370 terjual,https://shopee.co.id/Pantene-Conditioner-Miracles-Biotin-Strength-Daily-Hair-Supplement-For-Hairfall-Control-300ml-i.186214521.23958066147?extraParams=%7B%22display_model_id%22%3A217106297929%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-7r98s-lmy0l63asccs37
Personal Care,GIV BODY WASH WHITE SMOOTH & BRIGHT BENGKOANG & YOGHURT POUCH 400ml,-25%,Hadiah Gratis,5RB+ terjual,https://shopee.co.id/GIV-BODY-WASH-WHITE-SMOOTH-BRIGHT-BENGKOANG-YOGHURT-POUCH-400ml-i.186214521.22945422036?extraParams=%7B%22display_model_id%22%3A98726996780%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-822wl-mn9ec72vf5ds23
Personal Care,ELLIPS Hair Vitamin Nutri Color 50 Capsules,-25%,Pilih Lokal,881 terjual,https://shopee.co.id/ELLIPS-Hair-Vitamin-Nutri-Color-50-Capsules-i.186214521.6204532683?extraParams=%7B%22display_model_id%22%3A50591746887%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7qukz-les8k4poj60t3e
Personal Care,Hanasui Brightening Body Serum - Body Serum With Tender Care Symwhite377 + Glutathione 180ml,-26%,,1RB+ terjual,https://shopee.co.id/Hanasui-Brightening-Body-Serum-Body-Serum-With-Tender-Care-Symwhite377-Glutathione-180ml-i.186214521.24833776094?extraParams=%7B%22display_model_id%22%3A89828608790%2C%22model_selection_logic%22%3A2%7D,https://down-id.img.susercontent.com/file/id-11134201-7r98w-lxwgegvx2nwq5b
Personal Care,EMERON Soft & Smooth Shampoo 340ml,-31%,,1RB+ terjual,https://shopee.co.id/EMERON-Soft-Smooth-Shampoo-340ml-i.186214521.10232470828?extraParams=%7B%22display_model_id%22%3A67017931242%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-7r991-lt3qm8bvycsp27
Personal Care,Mykonos Paradise EDP 50Ml,-8%,,680 terjual,https://shopee.co.id/Mykonos-Paradise-EDP-50Ml-i.186214521.20586919115?extraParams=%7B%22display_model_id%22%3A177989600841%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-7r98q-lyozuzw8um087e
Personal Care,Pantene Conditioner Miracles Collagen Repair Daily Hair Supplement For Damage Care 300ml,-20%,,275 terjual,https://shopee.co.id/Pantene-Conditioner-Miracles-Collagen-Repair-Daily-Hair-Supplement-For-Damage-Care-300ml-i.186214521.23358071513?extraParams=%7B%22display_model_id%22%3A119029813739%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-7r98s-lmy0l63awk24ef
Personal Care,Head & Shoulders Shampoo 2-in-1 Varian Smooth and Silky 160Ml,-11%,,43 terjual,https://shopee.co.id/Head-Shoulders-Shampoo-2-in-1-Varian-Smooth-and-Silky-160Ml-i.186214521.27966253617?extraParams=%7B%22display_model_id%22%3A256930054652%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7rase-m2289san304ab7
Personal Care,Mirael Natural Deodorant Serum - Mengurangi keringat Deo Tawas Roll on | Menahan Bau Badan & Mencerahkan Ketiak 20Ml,-15%,,446 terjual,https://shopee.co.id/Mirael-Natural-Deodorant-Serum-Mengurangi-keringat-Deo-Tawas-Roll-on-Menahan-Bau-Badan-Mencerahkan-Ketiak-20Ml-i.186214521.44100865014?extraParams=%7B%22display_model_id%22%3A270067756088%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134275-7rbk4-m9r37ky8cykbca
Personal Care,Natur Hair Mask Ginseng 15Ml,-17%,Pilih Lokal,896 terjual,https://shopee.co.id/Natur-Hair-Mask-Ginseng-15Ml-i.186214521.9453761558?extraParams=%7B%22display_model_id%22%3A110178200001%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-7rasi-m1z01wniuhew05
Personal Care,LUX Mood Library: Peaceful Galaxy Liquid Shower Gel,-50%,Hadiah Gratis,691 terjual,https://shopee.co.id/LUX-Mood-Library-Peaceful-Galaxy-Liquid-Shower-Gel-i.186214521.41872724668?extraParams=%7B%22display_model_id%22%3A59942756650%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-81ztq-mfddqqb4r4lk7a
Personal Care,Mykonos Satin Blanc Extrait De Parfume 15Ml,-8%,Pilih Lokal,5RB+ terjual,https://shopee.co.id/Mykonos-Satin-Blanc-Extrait-De-Parfume-15Ml-i.186214521.25622055600?extraParams=%7B%22display_model_id%22%3A39759311664%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7r98z-ltlt9w098kpb10
Personal Care,POSH Hijab Body Spray Winter Magic 150ml,-36%,Hadiah Gratis,10RB+ terjual,https://shopee.co.id/POSH-Hijab-Body-Spray-Winter-Magic-150ml-i.186214521.23645419794?extraParams=%7B%22display_model_id%22%3A214365892003%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7qul5-lhycfglw2d4a03
Personal Care,Fres & Natural Spray Cologne BT 21 My Unifres Botol 100 ml,-25%,,10RB+ terjual,https://shopee.co.id/Fres-Natural-Spray-Cologne-BT-21-My-Unifres-Botol-100-ml-i.186214521.8767165515?extraParams=%7B%22display_model_id%22%3A75951942327%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-81zth-mfhmuoovtq19d6
Personal Care,Mise en Scene Hello Bleach Primer Bubble - Bleaching Rambut Primer Bubble Foam,-10%,,1RB+ terjual,https://shopee.co.id/Mise-en-Scene-Hello-Bleach-Primer-Bubble-Bleaching-Rambut-Primer-Bubble-Foam-i.186214521.26513556496?extraParams=%7B%22display_model_id%22%3A241742548730%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7rasf-m150437hx7hh2a
Personal Care,MOMAMI Baby Wipes Pacifier&Bottle 30S,-20%,,366 terjual,https://shopee.co.id/MOMAMI-Baby-Wipes-Pacifier-Bottle-30S-i.186214521.4345094754?extraParams=%7B%22display_model_id%22%3A50505746872%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7qul0-les8sgyv58e3c1
Personal Care,Ciptadent Pasta Gigi New Formula Maxi Complete 5 190Gr,-32%,,3RB+ terjual,https://shopee.co.id/Ciptadent-Pasta-Gigi-New-Formula-Maxi-Complete-5-190Gr-i.186214521.22071360136?extraParams=%7B%22display_model_id%22%3A235328274587%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-8224v-mh09gdyeapzca6
Personal Care,SASHA Toothpaste Whitening 150g,-26%,,10RB+ terjual,https://shopee.co.id/SASHA-Toothpaste-Whitening-150g-i.186214521.9638235403?extraParams=%7B%22display_model_id%22%3A54679375506%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7qukw-les8xw8febi6be
Personal Care,NIVEA MEN Deodorant Spray Black & White Invisible Original - Deo Anti Noda Baju Wangi Segar 150Ml,-25%,,3RB+ terjual,https://shopee.co.id/NIVEA-MEN-Deodorant-Spray-Black-White-Invisible-Original-Deo-Anti-Noda-Baju-Wangi-Segar-150Ml-i.186214521.5104532705?extraParams=%7B%22display_model_id%22%3A21533153214%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-7ra0i-mbg4dcz1mgeo90
Personal Care,BODIBREZE Phoebe Perfume 30ml - Parfum,-5%,Hadiah Gratis,183 terjual,https://shopee.co.id/BODIBREZE-Phoebe-Perfume-30ml-Parfum-i.186214521.43716798909?extraParams=%7B%22display_model_id%22%3A296387007447%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/br-11134275-81z1k-me41d96qnw1u2e
Personal Care,GUARDIAN Essential Slim Baby Cotton Tips 75,-23%,,10RB+ terjual,https://shopee.co.id/GUARDIAN-Essential-Slim-Baby-Cotton-Tips-75-i.186214521.17938976540?extraParams=%7B%22display_model_id%22%3A58583720298%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7qukw-les8g9mk2hls47
Personal Care,Bambi Baby Anti Mosquito Lotion 50Ml,-15%,Hadiah Gratis,256 terjual,https://shopee.co.id/Bambi-Baby-Anti-Mosquito-Lotion-50Ml-i.186214521.27108972050?extraParams=%7B%22display_model_id%22%3A178378355329%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7r98o-lzafkq91ffb946
Personal Care,NCO Amethyst EDP - Eau De Perfume Jasmine Parfum Wanita Wangi Tahan Lama 100Ml,-20%,Hadiah Gratis,652 terjual,https://shopee.co.id/NCO-Amethyst-EDP-Eau-De-Perfume-Jasmine-Parfum-Wanita-Wangi-Tahan-Lama-100Ml-i.186214521.28232359965?extraParams=%7B%22display_model_id%22%3A243101341614%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134275-7rbk4-m8a7ye6m9tam98
Personal Care,GIV Body Wash Mulberry Pouch 450ml,-25%,Hadiah Gratis,5RB+ terjual,https://shopee.co.id/GIV-Body-Wash-Mulberry-Pouch-450ml-i.186214521.11534753216?extraParams=%7B%22display_model_id%22%3A84415729013%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-7rbka-m93yom8s8aa93d
Personal Care,NIVEA Deodorant Spray Extra Brightening - Deo Wanita Mencerahkan Pencerah Ketiak Wangi 150Ml,-26%,,10RB+ terjual,https://shopee.co.id/NIVEA-Deodorant-Spray-Extra-Brightening-Deo-Wanita-Mencerahkan-Pencerah-Ketiak-Wangi-150Ml-i.186214521.5104532703?extraParams=%7B%22display_model_id%22%3A21533168670%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-7ra0m-mbg4gsomtker4c
Personal Care,EMERON Black & Shine Shampoo 340ml,-31%,Hadiah Gratis,494 terjual,https://shopee.co.id/EMERON-Black-Shine-Shampoo-340ml-i.186214521.11032466590?extraParams=%7B%22display_model_id%22%3A84350741569%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7qukx-les8qt7yktku84
Personal Care,SAFF & Co. Extrait de Parfum - OSTARA 35 ml,-5%,Pilih Lokal,406 terjual,https://shopee.co.id/SAFF-Co.-Extrait-de-Parfum-OSTARA-35-ml-i.186214521.28877514932?extraParams=%7B%22display_model_id%22%3A159036054636%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-82251-mjdzctj5w64j4b
Personal Care,EMERON Shampoo Hijab Anti Dandruff Habbatussauda 340ml,-31%,Hadiah Gratis,793 terjual,https://shopee.co.id/EMERON-Shampoo-Hijab-Anti-Dandruff-Habbatussauda-340ml-i.186214521.10132470991?extraParams=%7B%22display_model_id%22%3A67017949117%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7qukz-les8v7jmw1us9a
Personal Care,MOMAMI Baby Wipes Anti Bacterial 30S,-21%,,2RB+ terjual,https://shopee.co.id/MOMAMI-Baby-Wipes-Anti-Bacterial-30S-i.186214521.3545190956?extraParams=%7B%22display_model_id%22%3A40505746832%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7qukw-les8vvda0z7953
Personal Care,KUNDAL Honey & Macadamia Nature Shampoo White Musk 500ml,-30%,,1RB+ terjual,https://shopee.co.id/KUNDAL-Honey-Macadamia-Nature-Shampoo-White-Musk-500ml-i.186214521.3868713858?extraParams=%7B%22display_model_id%22%3A32367774862%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-7qul8-lijriqxlal4a73
Personal Care,Posh Men Roll On Deodoran Active Sport 50Ml,-27%,Hadiah Gratis,10RB+ terjual,https://shopee.co.id/Posh-Men-Roll-On-Deodoran-Active-Sport-50Ml-i.186214521.24027834887?extraParams=%7B%22display_model_id%22%3A39768811532%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-8224s-mh08mdfp7itk24
Personal Care,Pantene Miracles Intensive Bond Repair Hair Mask 300ml,-25%,,191 terjual,https://shopee.co.id/Pantene-Miracles-Intensive-Bond-Repair-Hair-Mask-300ml-i.186214521.54701162501?extraParams=%7B%22display_model_id%22%3A360105210086%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-8224y-mgzydwamkdmz5b
Personal Care,NUVO Liquid Soap Merah Pouch 400Ml,-25%,Pilih Lokal,1RB+ terjual,https://shopee.co.id/NUVO-Liquid-Soap-Merah-Pouch-400Ml-i.186214521.4486076521?extraParams=%7B%22display_model_id%22%3A74912662206%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-7ra0i-mbg4rs4hy2tica
Personal Care,ELLIPS Hair Vitamin Nutri Color 6S,-16%,,1RB+ terjual,https://shopee.co.id/ELLIPS-Hair-Vitamin-Nutri-Color-6S-i.186214521.6840656696?extraParams=%7B%22display_model_id%22%3A30173226561%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7qukw-les8h9lrf41p32
Personal Care,PEPSODENT Pasta Gigi Action Charcoal 160g,-30%,,2RB+ terjual,https://shopee.co.id/PEPSODENT-Pasta-Gigi-Action-Charcoal-160g-i.186214521.11832131247?extraParams=%7B%22display_model_id%22%3A101669008166%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7qukz-les8lfq7qcnb33
Personal Care,FRES & NATURAL Spray Cologne Black 100ml,-25%,Pilih Lokal,10RB+ terjual,https://shopee.co.id/FRES-NATURAL-Spray-Cologne-Black-100ml-i.186214521.8638781473?extraParams=%7B%22display_model_id%22%3A44703687098%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-7ras9-m0slhifjxt702f
Personal Care,Bodibreze Emma Fragrance Brightening Body Serum,-10%,,26 terjual,https://shopee.co.id/Bodibreze-Emma-Fragrance-Brightening-Body-Serum-i.186214521.55654689154?extraParams=%7B%22display_model_id%22%3A370436000453%2C%22model_selection_logic%22%3A2%7D,https://down-id.img.susercontent.com/file/id-11134207-8224t-mjhvke8rmi2rb7
Personal Care,Softex Daun Sirih + Vitamin E 36cm 12 pads - Pembalut Daun Sirih Malam,-6%,,5RB+ terjual,https://shopee.co.id/Softex-Daun-Sirih-Vitamin-E-36cm-12-pads-Pembalut-Daun-Sirih-Malam-i.186214521.6018332486?extraParams=%7B%22display_model_id%22%3A60591746525%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-7qukx-lj2fpv1adw1n62
Personal Care,EMERON Hair Fall Control Shampoo 340ml,-31%,,1RB+ terjual,https://shopee.co.id/EMERON-Hair-Fall-Control-Shampoo-340ml-i.186214521.10332470975?extraParams=%7B%22display_model_id%22%3A111682568995%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7qul0-les8u0p7ml9xb5
Personal Care,Softex Comfort Night 42cm 8 pads - Pembalut Malam - Spesial Bulan Ungu,-16%,,652 terjual,https://shopee.co.id/Softex-Comfort-Night-42cm-8-pads-Pembalut-Malam-Spesial-Bulan-Ungu-i.186214521.22463635456?extraParams=%7B%22display_model_id%22%3A255209933720%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-81ztm-me3x5dp2t2ivb1
Personal Care,Onix Fragrance Eau de Perfume Mexicola 30Ml,-15%,Pilih Lokal,1RB+ terjual,https://shopee.co.id/Onix-Fragrance-Eau-de-Perfume-Mexicola-30Ml-i.186214521.27164831498?extraParams=%7B%22display_model_id%22%3A256835041729%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7rasa-m1nogl3hbd152b
Personal Care,DETTOL Wipes Sensitive 10S,-27%,,593 terjual,https://shopee.co.id/DETTOL-Wipes-Sensitive-10S-i.186214521.9570472249?extraParams=%7B%22display_model_id%22%3A36091298100%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7qukw-leu2owxoxdxa04
Personal Care,Softex Comfort Night 29cm 9 pads - Spesial Bulan Ungu,-13%,,5RB+ terjual,https://shopee.co.id/Softex-Comfort-Night-29cm-9-pads-Spesial-Bulan-Ungu-i.186214521.19688668034?extraParams=%7B%22display_model_id%22%3A235200650286%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-7rbk7-m6dgel4ty9p97e
Personal Care,Softex Daun Sirih + Vitamin E 23cm 20s - Pembalut Daun Sirih Siang,-17%,,5RB+ terjual,https://shopee.co.id/Softex-Daun-Sirih-Vitamin-E-23cm-20s-Pembalut-Daun-Sirih-Siang-i.186214521.10832434281?extraParams=%7B%22display_model_id%22%3A84349849225%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-7qul3-lj2fpv7y6ygd73
Personal Care,RESIK-V Godokan Sirih 100ml,-25%,Pilih Lokal,10RB+ terjual,https://shopee.co.id/RESIK-V-Godokan-Sirih-100ml-i.186214521.7815935429?extraParams=%7B%22display_model_id%22%3A40591748389%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-7rbk8-m7hcu1gbtxvo90
Personal Care,COLGATE Tooth Paste Advanced Whitening 160g,-16%,,409 terjual,https://shopee.co.id/COLGATE-Tooth-Paste-Advanced-Whitening-160g-i.186214521.3315362895?extraParams=%7B%22display_model_id%22%3A60591737353%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-7r992-lv8eywxi2vr17b
Personal Care,LAURIER Healthy Skin 30CM 8S,-16%,,991 terjual,https://shopee.co.id/LAURIER-Healthy-Skin-30CM-8S-i.186214521.11732750459?extraParams=%7B%22display_model_id%22%3A84358615615%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-7r98u-lyoj00i5liyt9c
Personal Care,Elvicto 10PM Extrait de Parfum 35Ml | Parfum Pria Tahan Lama 12 jam,-15%,,635 terjual,https://shopee.co.id/Elvicto-10PM-Extrait-de-Parfum-35Ml-Parfum-Pria-Tahan-Lama-12-jam-i.186214521.28179442996?extraParams=%7B%22display_model_id%22%3A69532070575%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7rbk0-m7afcr4iloly5a
Personal Care,ELLIPS Hair Vitamin Shiny Black 50 Capsules,-25%,Pilih Lokal,1RB+ terjual,https://shopee.co.id/ELLIPS-Hair-Vitamin-Shiny-Black-50-Capsules-i.186214521.7104533014?extraParams=%7B%22display_model_id%22%3A50591727066%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7quky-les8g6s68b3p26
Personal Care,GUARDIAN Disposable Panties Ladies L 5S,-30%,,2RB+ terjual,https://shopee.co.id/GUARDIAN-Disposable-Panties-Ladies-L-5S-i.186214521.18574727060?extraParams=%7B%22display_model_id%22%3A193949888814%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-7qul6-lezacaekqgef45
Personal Care,ELLIPS Vit Treatment 6X1ml,-16%,Pilih Lokal,835 terjual,https://shopee.co.id/ELLIPS-Vit-Treatment-6X1ml-i.186214521.7341029575?extraParams=%7B%22display_model_id%22%3A40201051132%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7qul0-les8em4t4ocd4d
Personal Care,Mise En Scene Perfect Serum Magic Straight Serum 80ml,-10%,,45 terjual,https://shopee.co.id/Mise-En-Scene-Perfect-Serum-Magic-Straight-Serum-80ml-i.186214521.45703984437?extraParams=%7B%22display_model_id%22%3A330377545784%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134275-82252-miwmhk791wjrf2
Personal Care,LAURIER Healthy Skin 35CM 6S,-15%,,1RB+ terjual,https://shopee.co.id/LAURIER-Healthy-Skin-35CM-6S-i.186214521.11832750293?extraParams=%7B%22display_model_id%22%3A94358632890%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-7r992-lyn26cp6jme824
Personal Care,ELLIPS Hair Mask Smooth & Silky 18g,-26%,,1RB+ terjual,https://shopee.co.id/ELLIPS-Hair-Mask-Smooth-Silky-18g-i.186214521.6140664395?extraParams=%7B%22display_model_id%22%3A30173624342%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7qukz-les8kdonejvlcc
Personal Care,ELLIPS Hair Vitamin Milkshake 5in1 45ml,-15%,Pilih Lokal,785 terjual,https://shopee.co.id/ELLIPS-Hair-Vitamin-Milkshake-5in1-45ml-i.186214521.23642217879?extraParams=%7B%22display_model_id%22%3A184289409428%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7qul8-lg1rgvbat47n12
Personal Care,PANTENE Shampo Rambut Rontok 400,-20%,,446 terjual,https://shopee.co.id/PANTENE-Shampo-Rambut-Rontok-400-i.186214521.8535426406?extraParams=%7B%22display_model_id%22%3A54559355903%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7qukx-les939mafvp1c3
Personal Care,DIANE BONHEUR Damage Repair Grasse Rose Shampoo 500ml,-15%,,190 terjual,https://shopee.co.id/DIANE-BONHEUR-Damage-Repair-Grasse-Rose-Shampoo-500ml-i.186214521.18103296494?extraParams=%7B%22display_model_id%22%3A162815605250%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-7rase-m0sjhw0bcerw44
Personal Care,RESIK-V Sabun Cair Sirih Arm Anggrk 90ml,-21%,,4RB+ terjual,https://shopee.co.id/RESIK-V-Sabun-Cair-Sirih-Arm-Anggrk-90ml-i.186214521.5540667976?extraParams=%7B%22display_model_id%22%3A70173454551%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-7rbkd-m7hcu1gboblwf2
Personal Care,Illiyoon Ceramide Top To Toe Wash 500ml,-10%,,89 terjual,https://shopee.co.id/Illiyoon-Ceramide-Top-To-Toe-Wash-500ml-i.186214521.42373211011?extraParams=%7B%22display_model_id%22%3A281886540840%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134275-81ztn-mfkvu1ipjytm67
Personal Care,Tsubaki Cool & Repair Shampoo 450Ml,-25%,Hadiah Gratis,340 terjual,https://shopee.co.id/Tsubaki-Cool-Repair-Shampoo-450Ml-i.186214521.26638787184?extraParams=%7B%22display_model_id%22%3A305748570240%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134275-7ra0r-mcbi74pyndj9b1
Personal Care,Mirael French Lavender Master Grip™ Wax 20 Strips,-15%,Hadiah Gratis,58 terjual,https://shopee.co.id/Mirael-French-Lavender-Master-Grip%E2%84%A2-Wax-20-Strips-i.186214521.47000372153?extraParams=%7B%22display_model_id%22%3A335033420666%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/br-11134275-81z1k-mgetmfjjrbwk4c
Personal Care,"Aveeno Baby Daily Moisture Wash & Shampoo - Sabun & Sampo Bayi Kulit Kering & Sensitif dengan Natural Oatmeal, Fragrance Free & Hypoallergenic 532Ml",-44%,Hadiah Gratis,751 terjual,https://shopee.co.id/Aveeno-Baby-Daily-Moisture-Wash-Shampoo-Sabun-Sampo-Bayi-Kulit-Kering-Sensitif-dengan-Natural-Oatmeal-Fragrance-Free-Hypoallergenic-532Ml-i.186214521.41401416169?extraParams=%7B%22display_model_id%22%3A260115344435%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-82250-mhbk2kjauney36
Personal Care,Hint Cherise Extrait de Parfum - Unisex Perfume 40ml,-30%,,7 terjual,https://shopee.co.id/Hint-Cherise-Extrait-de-Parfum-Unisex-Perfume-40ml-i.186214521.45456357023?extraParams=%7B%22display_model_id%22%3A385572998971%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/br-11134275-81ztz-ml1wehgm0ikhfe
Personal Care,FRES & NATURAL Spray Cologne Dark Green 100ml,-25%,Pilih Lokal,10RB+ terjual,https://shopee.co.id/FRES-NATURAL-Spray-Cologne-Dark-Green-100ml-i.186214521.9938774337?extraParams=%7B%22display_model_id%22%3A74703522957%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-7rash-m0slhifk20wc11
Personal Care,MAKARIZO Hair Energy Creambath Kiwi Extra 60ml,-15%,,187 terjual,https://shopee.co.id/MAKARIZO-Hair-Energy-Creambath-Kiwi-Extra-60ml-i.186214521.5933985098?extraParams=%7B%22display_model_id%22%3A60591746475%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7qukx-les8lbu3fedja6
Personal Care,Liese Creamy Bubble Hair Color 110ml,-30%,,935 terjual,https://shopee.co.id/Liese-Creamy-Bubble-Hair-Color-110ml-i.186214521.15109437090?extraParams=%7B%22display_model_id%22%3A39949820541%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-8224q-micp4sziiz28cc
Personal Care,LISTERINE Multi Protect Sensitive 250ml,-31%,,517 terjual,https://shopee.co.id/LISTERINE-Multi-Protect-Sensitive-250ml-i.186214521.19688668035?extraParams=%7B%22display_model_id%22%3A127579098838%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-7r98p-lv4507i8ux3c74
Personal Care,Aveeno Baby Dermexa Moisturizing Wash 236Ml,-45%,Hadiah Gratis,1RB+ terjual,https://shopee.co.id/Aveeno-Baby-Dermexa-Moisturizing-Wash-236Ml-i.186214521.24892140284?extraParams=%7B%22display_model_id%22%3A178749690918%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-8224x-mhbgrelkabd7eb
