category,name,discount,badge,sold,url,image
Personal Care,FRES & NATURAL Body Wash Hijab Midnight Secret 400ml,-36%,Pilih Lokal,10RB+ terjual,https://shopee.co.id/FRES-NATURAL-Body-Wash-Hijab-Midnight-Secret-400ml-i.186214521.22324942902?extraParams=%7B%22display_model_id%22%3A175585053590%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-7r990-lz61ez33stewe5
Personal Care,Rejoice Shampoo 3In1 Korean Lavender 150Ml,-10%,,111 terjual,https://shopee.co.id/Rejoice-Shampoo-3In1-Korean-Lavender-150Ml-i.186214521.23683502722?extraParams=%7B%22display_model_id%22%3A207105083266%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-7r98y-lmwx4w9rblzz0c
Personal Care,ELLIPS Vit Shiny Black Blist 6S,-16%,Hadiah Gratis,591 terjual,https://shopee.co.id/ELLIPS-Vit-Shiny-Black-Blist-6S-i.186214521.5340658381?extraParams=%7B%22display_model_id%22%3A40173241413%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7qukx-les8ofwzetoe54
Personal Care,LAURIER Pantyliner Perfumed 40S,-16%,,635 terjual,https://shopee.co.id/LAURIER-Pantyliner-Perfumed-40S-i.186214521.8590485765?extraParams=%7B%22display_model_id%22%3A101694169198%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-7r98y-lyoj00i5pr1c85
Personal Care,Posh Hijab Chic Roll On Refreshing Green - Deodorant Wangi dan Segar Tahan Lama 50Ml,-27%,,2RB+ terjual,https://shopee.co.id/Posh-Hijab-Chic-Roll-On-Refreshing-Green-Deodorant-Wangi-dan-Segar-Tahan-Lama-50Ml-i.186214521.40311583198?extraParams=%7B%22display_model_id%22%3A305971567760%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134275-7ra0n-md06jossecoo9f
Personal Care,Ciptadent Pasta Gigi Whitening Maxi White 190Gr,-20%,,3RB+ terjual,https://shopee.co.id/Ciptadent-Pasta-Gigi-Whitening-Maxi-White-190Gr-i.186214521.14697697068?extraParams=%7B%22display_model_id%22%3A194376024480%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-8224q-mh09gdye7wug74
Personal Care,LAURIER Body Pack Slimguard Day+Night 25 Cm + 35 Cm,-20%,,1RB+ terjual,https://shopee.co.id/LAURIER-Body-Pack-Slimguard-Day-Night-25-Cm-35-Cm-i.186214521.6118332491?extraParams=%7B%22display_model_id%22%3A70591746728%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7qukz-les8kjnyngdp31
Personal Care,LIFEBUOY Totalprotect 100ml,-26%,,140 terjual,https://shopee.co.id/LIFEBUOY-Totalprotect-100ml-i.186214521.7385045978?extraParams=%7B%22display_model_id%22%3A44715210735%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7quky-les8ejcd7o69a2
Personal Care,POSH Men Body Spray Red Extreme 150ml,-36%,Hadiah Gratis,10RB+ terjual,https://shopee.co.id/POSH-Men-Body-Spray-Red-Extreme-150ml-i.186214521.4823915909?extraParams=%7B%22display_model_id%22%3A50591724063%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7qukx-les8qyqciie89a
Personal Care,Bodibreze Phoebe Fragrance Brightening Body Serum,-10%,,36 terjual,https://shopee.co.id/Bodibreze-Phoebe-Fragrance-Brightening-Body-Serum-i.186214521.45304738473?extraParams=%7B%22display_model_id%22%3A259144756412%2C%22model_selection_logic%22%3A2%7D,https://down-id.img.susercontent.com/file/id-11134207-8224y-mjhvyysc43r423
Personal Care,Mirael Brazilian Vanilla Master Grip™ Wax 20 Strips,-15%,,107 terjual,https://shopee.co.id/Mirael-Brazilian-Vanilla-Master-Grip%E2%84%A2-Wax-20-Strips-i.186214521.55450352203?extraParams=%7B%22display_model_id%22%3A267102063974%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134275-8224s-mgetmf8jzsw926
Personal Care,Nuvo Sabun Mandi Cair Refill Total Protect 800ml,-31%,Hadiah Gratis,10RB+ terjual,https://shopee.co.id/Nuvo-Sabun-Mandi-Cair-Refill-Total-Protect-800ml-i.186214521.21589781969?extraParams=%7B%22display_model_id%22%3A194365900817%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-8224t-mhfkpa838mq0f1
Personal Care,POSH Men Body Spray Black Gold 150ml,-36%,,10RB+ terjual,https://shopee.co.id/POSH-Men-Body-Spray-Black-Gold-150ml-i.186214521.8790554560?extraParams=%7B%22display_model_id%22%3A27313958851%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7qukw-les92076v8s569
Personal Care,"Natur Conditioner Argan Oil 160Ml - Kondisoner Rambut Rusak, Kering & Bercabang",-21%,Pilih Lokal,282 terjual,https://shopee.co.id/Natur-Conditioner-Argan-Oil-160Ml-Kondisoner-Rambut-Rusak-Kering-Bercabang-i.186214521.10533694673?extraParams=%7B%22display_model_id%22%3A101733468629%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-7rasb-m1z01wnj044tb8
Personal Care,KUNDAL Honey & Macadamia Nature Shampoo Cherry Blossom 500ml,-30%,,718 terjual,https://shopee.co.id/KUNDAL-Honey-Macadamia-Nature-Shampoo-Cherry-Blossom-500ml-i.186214521.8502979797?extraParams=%7B%22display_model_id%22%3A80191708248%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-7qul4-lijriqxlj0cw6b
Personal Care,Bodibreze Leona Fragrance Brightening Body Serum,-10%,,114 terjual,https://shopee.co.id/Bodibreze-Leona-Fragrance-Brightening-Body-Serum-i.186214521.41178042854?extraParams=%7B%22display_model_id%22%3A307335540616%2C%22model_selection_logic%22%3A2%7D,https://down-id.img.susercontent.com/file/id-11134207-8224t-mjhvke8thxc096
Personal Care,POSH Body Spray Fresh Spirit 150ml,,,10RB+ terjual,https://shopee.co.id/POSH-Body-Spray-Fresh-Spirit-150ml-i.186214521.4233988903?extraParams=%7B%22display_model_id%22%3A40591722556%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7qukx-les8svxz8bhd21
Personal Care,LIFEBUOY Antibacterial Body Wash Sabun Mandi Cair Mild Care 100ml,-26%,,245 terjual,https://shopee.co.id/LIFEBUOY-Antibacterial-Body-Wash-Sabun-Mandi-Cair-Mild-Care-100ml-i.186214521.18120070666?extraParams=%7B%22display_model_id%22%3A181072336207%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7qukw-les8g3lkw08te6
Personal Care,KODOMO Tooth Brush + Tooth Paste So,-33%,,3RB+ terjual,https://shopee.co.id/KODOMO-Tooth-Brush-Tooth-Paste-So-i.186214521.11233678684?extraParams=%7B%22display_model_id%22%3A101732927711%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-82250-mjdmobvj6dc2c3
Personal Care,Nuvo Family Sabun Mandi Cair Biru Mild Protect - Sabun Cair Antibakterial Pouch 800Ml,-31%,,10RB+ terjual,https://shopee.co.id/Nuvo-Family-Sabun-Mandi-Cair-Biru-Mild-Protect-Sabun-Cair-Antibakterial-Pouch-800Ml-i.186214521.26439515975?extraParams=%7B%22display_model_id%22%3A258707985319%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134275-7ra0h-md06jot2fcive6
Personal Care,Posh Men Roll On Deodoran Active Cool 50Ml,-27%,,6RB+ terjual,https://shopee.co.id/Posh-Men-Roll-On-Deodoran-Active-Cool-50Ml-i.186214521.24577840489?extraParams=%7B%22display_model_id%22%3A79768145060%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-82252-mh08mdfpabyg4b
Personal Care,Ciptadent Pasta Gigi Maxi Cool Fresh Tube 190Gr,,,6RB+ terjual,https://shopee.co.id/Ciptadent-Pasta-Gigi-Maxi-Cool-Fresh-Tube-190Gr-i.186214521.41370679394?extraParams=%7B%22display_model_id%22%3A271689542487%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134275-81ztf-mez80fp6siry15
Personal Care,GUARDIAN Essential All Purpose Cotton Tips 100,-23%,,10RB+ terjual,https://shopee.co.id/GUARDIAN-Essential-All-Purpose-Cotton-Tips-100-i.186214521.13985508459?extraParams=%7B%22display_model_id%22%3A161506556573%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7qukw-les8j8685g3f02
Personal Care,ZINC Shampoo Refreshing Cool Botol 680ml,-30%,Hadiah Gratis,10RB+ terjual,https://shopee.co.id/ZINC-Shampoo-Refreshing-Cool-Botol-680ml-i.186214521.21480646201?extraParams=%7B%22display_model_id%22%3A108107943176%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7qukw-lhri2vcvy99048
Personal Care,Slavina Body Lotion Spill The Night - Whitening Body Lotion Moisturizer untuk Kulit Kering dan Kusam,-15%,,292 terjual,https://shopee.co.id/Slavina-Body-Lotion-Spill-The-Night-Whitening-Body-Lotion-Moisturizer-untuk-Kulit-Kering-dan-Kusam-i.186214521.43700173277?extraParams=%7B%22display_model_id%22%3A300014359967%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134275-7rbkd-m9imkgvrv68u2c
Personal Care,Softex Beary Cool Wing 23cm 14s,-30%,,729 terjual,https://shopee.co.id/Softex-Beary-Cool-Wing-23cm-14s-i.186214521.21888667302?extraParams=%7B%22display_model_id%22%3A206740405663%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-81ztq-me3yqputu7t080
Personal Care,Mise en Scene Hello Bubble Hair Color Pewarna Rambut Foam - 3NT Dark Choco,-10%,,1RB+ terjual,https://shopee.co.id/Mise-en-Scene-Hello-Bubble-Hair-Color-Pewarna-Rambut-Foam-3NT-Dark-Choco-i.186214521.29863551916?extraParams=%7B%22display_model_id%22%3A195447400061%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7rasl-m1503w5w8c3m47
Personal Care,Eskulin Eau De Parfum Enchanted Petals 30ml,-25%,Hadiah Gratis,10RB+ terjual,https://shopee.co.id/Eskulin-Eau-De-Parfum-Enchanted-Petals-30ml-i.186214521.43273059140?extraParams=%7B%22display_model_id%22%3A296875285084%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134275-81ztg-mfj8fvfqhcll1a
Personal Care,TRESemme Shampoo Keratin Smooth 670ml,-20%,,302 terjual,https://shopee.co.id/TRESemme-Shampoo-Keratin-Smooth-670ml-i.186214521.28541714284?extraParams=%7B%22display_model_id%22%3A291611607641%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134275-81ztq-mesffcfrme4k7c
Personal Care,Softex Beary Cool Night 36cm 8s,-31%,,387 terjual,https://shopee.co.id/Softex-Beary-Cool-Night-36cm-8s-i.186214521.20389980947?extraParams=%7B%22display_model_id%22%3A194376026168%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-81zth-me3yt1afm9dv50
Personal Care,MAKARIZO Hair Energy Creambath Royal Jelly 60g,-15%,Hadiah Gratis,530 terjual,https://shopee.co.id/MAKARIZO-Hair-Energy-Creambath-Royal-Jelly-60g-i.186214521.3149045553?extraParams=%7B%22display_model_id%22%3A21533138753%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-7r98s-lyw5sl2gps0w70
Personal Care,Fyne ProShield Aqua Barrier Sunscreen Cream 30ml,-30%,,47 terjual,https://shopee.co.id/Fyne-ProShield-Aqua-Barrier-Sunscreen-Cream-30ml-i.186214521.47052838353?extraParams=%7B%22display_model_id%22%3A435271956370%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134275-82252-mi1fqq9t9ngl84
Personal Care,Rejoice Conditioner 3In1 Korean Lavender 150Ml,-10%,,228 terjual,https://shopee.co.id/Rejoice-Conditioner-3In1-Korean-Lavender-150Ml-i.186214521.22583505236?extraParams=%7B%22display_model_id%22%3A176150166042%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-7r98u-lmwx4w9r7e9z9f
Personal Care,POSH Body Spray Summer Love 150ml,-36%,Hadiah Gratis,10RB+ terjual,https://shopee.co.id/POSH-Body-Spray-Summer-Love-150ml-i.186214521.22871374076?extraParams=%7B%22display_model_id%22%3A137615855134%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7qula-lhyceh4fzraf5e
Personal Care,Cussons Baby Hair Lotion Almond Oil & Honey 100Ml,-30%,Hadiah Gratis,198 terjual,https://shopee.co.id/Cussons-Baby-Hair-Lotion-Almond-Oil-Honey-100Ml-i.186214521.3685541122?extraParams=%7B%22display_model_id%22%3A25313326715%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-8224t-mkhufad63l6v1a
Personal Care,Ellips Hair Vitamin Pro Keratin Smooth & Silky Blister 6S,-16%,,1RB+ terjual,https://shopee.co.id/Ellips-Hair-Vitamin-Pro-Keratin-Smooth-Silky-Blister-6S-i.186214521.27951825733?extraParams=%7B%22display_model_id%22%3A222866618397%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7r98r-lw47zpdp3pkw96
Personal Care,Guardian Facial Tissue 200S,-32%,,6RB+ terjual,https://shopee.co.id/Guardian-Facial-Tissue-200S-i.186214521.49000290483?extraParams=%7B%22display_model_id%22%3A282097218852%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-8224r-mgd63i41fcwed4
Personal Care,Ellips Hair Mask Hair Treatment Sachet 20g,-26%,Pilih Lokal,2RB+ terjual,https://shopee.co.id/Ellips-Hair-Mask-Hair-Treatment-Sachet-20g-i.186214521.5840669161?extraParams=%7B%22display_model_id%22%3A21156449549%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7qul0-les8mai4p1tme8
Personal Care,Guardian Kids Orange Yoghurt Head to Toe Wash 750Ml,-20%,,10RB+ terjual,https://shopee.co.id/Guardian-Kids-Orange-Yoghurt-Head-to-Toe-Wash-750Ml-i.186214521.25710883127?extraParams=%7B%22display_model_id%22%3A187293784991%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-7r992-lr2hc9nejj3xb2
Personal Care,Natur Conditioner Aloevera 160Ml - Kondisioner Kesuburan Rambut,-21%,Pilih Lokal,320 terjual,https://shopee.co.id/Natur-Conditioner-Aloevera-160Ml-Kondisioner-Kesuburan-Rambut-i.186214521.11733695515?extraParams=%7B%22display_model_id%22%3A101733468243%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-7rasj-m1z01wniroq577
Personal Care,Pantene Rinse Off Treatment Shot Goldie 12ml x 4,-21%,,49 terjual,https://shopee.co.id/Pantene-Rinse-Off-Treatment-Shot-Goldie-12ml-x-4-i.186214521.48851711526?extraParams=%7B%22display_model_id%22%3A335154834941%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134275-8224y-mh8iowmjtfrj82
Personal Care,Softex Pantyliner Softex Beary Cool 15cm 20s,-15%,,76 terjual,https://shopee.co.id/Softex-Pantyliner-Softex-Beary-Cool-15cm-20s-i.186214521.48402273150?extraParams=%7B%22display_model_id%22%3A395218490681%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-8224w-mhlf22uxlog8be
Personal Care,Giv Body Wash Ungu Pouch 400Ml,-25%,Pilih Lokal,3RB+ terjual,https://shopee.co.id/Giv-Body-Wash-Ungu-Pouch-400Ml-i.186214521.11534753325?extraParams=%7B%22display_model_id%22%3A84415743303%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-7rbk9-m93yom8s9oupd5
Personal Care,Ariul Smooth & Pure Refresh Your Day! Deo Tissue 20s,-26%,,108 terjual,https://shopee.co.id/Ariul-Smooth-Pure-Refresh-Your-Day!-Deo-Tissue-20s-i.186214521.40777689451?extraParams=%7B%22display_model_id%22%3A340382118088%2C%22model_selection_logic%22%3A2%7D,https://down-id.img.susercontent.com/file/id-11134207-8224r-miz97cfahqti0c
Personal Care,Natur Hair Tonic Ginseng 90Ml - Tonik Rambut Rontok / Anti Hair Fall / Menguatkan Akar Rambut,-20%,Pilih Lokal,4RB+ terjual,https://shopee.co.id/Natur-Hair-Tonic-Ginseng-90Ml-Tonik-Rambut-Rontok-Anti-Hair-Fall-Menguatkan-Akar-Rambut-i.186214521.9843316694?extraParams=%7B%22display_model_id%22%3A81504622952%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-7rasj-m1zjuq7066coc1
Personal Care,MIRAEL Belgian Chocolate Sugar Waxing Kit 250Gr,-15%,,213 terjual,https://shopee.co.id/MIRAEL-Belgian-Chocolate-Sugar-Waxing-Kit-250Gr-i.186214521.29301620780?extraParams=%7B%22display_model_id%22%3A195145530794%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7r990-lvyg4b20s4zfc1
Personal Care,CHIEF Water Based Pomade 120g,-35%,,1RB+ terjual,https://shopee.co.id/CHIEF-Water-Based-Pomade-120g-i.186214521.6240663135?extraParams=%7B%22display_model_id%22%3A50173455092%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7qukx-lephie27l04j88
Personal Care,Posh Men Roll On Deodoran Active Pro 50Ml,-27%,,10RB+ terjual,https://shopee.co.id/Posh-Men-Roll-On-Deodoran-Active-Pro-50Ml-i.186214521.24277841843?extraParams=%7B%22display_model_id%22%3A236289906861%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-8224r-mh08mdfp8xe0ad
Personal Care,GIV Body Shower Pink Pouch 400ml,-25%,Hadiah Gratis,2RB+ terjual,https://shopee.co.id/GIV-Body-Shower-Pink-Pouch-400ml-i.186214521.22771363128?extraParams=%7B%22display_model_id%22%3A39320474316%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7qul3-lhyce304nlzyf9
Personal Care,Rexona Women Deolotion Tube Seluruh Tubuh Frozen Bloom 50ml,-40%,,48 terjual,https://shopee.co.id/Rexona-Women-Deolotion-Tube-Seluruh-Tubuh-Frozen-Bloom-50ml-i.186214521.40976562637?extraParams=%7B%22display_model_id%22%3A330154869525%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134275-8224z-mh8iowu4sgspd8
Personal Care,POSH Body Spray Love Song 150ml,-36%,Hadiah Gratis,10RB+ terjual,https://shopee.co.id/POSH-Body-Spray-Love-Song-150ml-i.186214521.9890554568?extraParams=%7B%22display_model_id%22%3A84373473959%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-7r98y-lz4ppv1w2vxk4e
Personal Care,NUVO Liquid Soap Putih Pouch 450ml,-25%,Pilih Lokal,1RB+ terjual,https://shopee.co.id/NUVO-Liquid-Soap-Putih-Pouch-450ml-i.186214521.8343314508?extraParams=%7B%22display_model_id%22%3A64912684344%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7qukw-les945fdurui3c
Personal Care,Emeron Hair Vitamin Damage Care 6S,-33%,,2RB+ terjual,https://shopee.co.id/Emeron-Hair-Vitamin-Damage-Care-6S-i.186214521.26501820870?extraParams=%7B%22display_model_id%22%3A232866607322%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7r98q-lw47zwyg0ksg51
Personal Care,Pepsodent Gum Expert Extra Soft Toothbrush - Sikat Gigi Lembut Kepala Kecil Perlindungan Gusi,-31%,,203 terjual,https://shopee.co.id/Pepsodent-Gum-Expert-Extra-Soft-Toothbrush-Sikat-Gigi-Lembut-Kepala-Kecil-Perlindungan-Gusi-i.186214521.56404130697?extraParams=%7B%22display_model_id%22%3A390391818357%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-8224y-mj3ju1hm9gxxbf
Personal Care,Softex Comfort Night 2in1 12 pads,-21%,,64 terjual,https://shopee.co.id/Softex-Comfort-Night-2in1-12-pads-i.186214521.55501513003?extraParams=%7B%22display_model_id%22%3A445139772697%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134275-8224o-mh5obhyyz5e6d4
Personal Care,ELLIPS Hair Mask Nutri Color 20g,-25%,,1RB+ terjual,https://shopee.co.id/ELLIPS-Hair-Mask-Nutri-Color-20g-i.186214521.7640662607?extraParams=%7B%22display_model_id%22%3A70173401340%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7qukx-les8djw13fqc7c
Personal Care,Ownskin Gentle Active Guard Antiperspirant Roll On 30ml - The Ultimate Anti-Perspirant mengurangi Keringat & Bau Badan - BarrierCare Whitening-Dokter Approved Anti perspirant Deodoran Mengurangi Keringat,-15%,,36 terjual,https://shopee.co.id/Ownskin-Gentle-Active-Guard-Antiperspirant-Roll-On-30ml-The-Ultimate-Anti-Perspirant-mengurangi-Keringat-Bau-Badan-BarrierCare-Whitening-Dokter-Approved-Anti-perspirant-Deodoran-Mengurangi-Keringat-i.186214521.54153978595?extraParams=%7B%22display_model_id%22%3A302301682389%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134275-8224p-miwmhjsnxzb498
Personal Care,Cussons Baby Hair Lotion Candle Nut & Celery 100Ml - Losion Rambut Bayi,-31%,Hadiah Gratis,1RB+ terjual,https://shopee.co.id/Cussons-Baby-Hair-Lotion-Candle-Nut-Celery-100Ml-Losion-Rambut-Bayi-i.186214521.8740676430?extraParams=%7B%22display_model_id%22%3A54795414117%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-8224r-mkhufae1tkw3ed
Personal Care,NCO Bloomique EDP - Eau De Perfume Parfum Wanita Vanilla Wangi Tahan Lama 100Ml,-20%,,1RB+ terjual,https://shopee.co.id/NCO-Bloomique-EDP-Eau-De-Perfume-Parfum-Wanita-Vanilla-Wangi-Tahan-Lama-100Ml-i.186214521.28982371010?extraParams=%7B%22display_model_id%22%3A248101316123%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134275-7rbk7-m8a7ydih7qj13b
Personal Care,Rexona Men Deolotion Tube Seluruh Tubuh Lime Frost 50ml,-40%,,47 terjual,https://shopee.co.id/Rexona-Men-Deolotion-Tube-Seluruh-Tubuh-Lime-Frost-50ml-i.186214521.54951686659?extraParams=%7B%22display_model_id%22%3A292172357788%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134275-8224y-mh8iowbzqneza8
Personal Care,Softex Beary Cool Night 29cm 10s,-16%,,4RB+ terjual,https://shopee.co.id/Softex-Beary-Cool-Night-29cm-10s-i.186214521.22271359643?extraParams=%7B%22display_model_id%22%3A39320469826%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-81ztf-me3yt1afdtz7dd
Personal Care,Head & Shoulders Shampoo Anti Hairfall 300Ml,-20%,,490 terjual,https://shopee.co.id/Head-Shoulders-Shampoo-Anti-Hairfall-300Ml-i.186214521.14218079128?extraParams=%7B%22display_model_id%22%3A68007927291%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-7ra0i-md056k52untkce
Personal Care,NATUR-E Kapsul 16 Tablets,-20%,,10RB+ terjual,https://shopee.co.id/NATUR-E-Kapsul-16-Tablets-i.186214521.4223875399?extraParams=%7B%22display_model_id%22%3A40591722503%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-81ztc-me81dfqkub5v80
Personal Care,Fres & Natural Love Your Self 100Ml,-25%,,10RB+ terjual,https://shopee.co.id/Fres-Natural-Love-Your-Self-100Ml-i.186214521.6785167924?extraParams=%7B%22display_model_id%22%3A64740670073%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-7ra0r-mbgiir6zuv2e45
Personal Care,LAURIER Healthy Skin 22CM 9S,-19%,,728 terjual,https://shopee.co.id/LAURIER-Healthy-Skin-22CM-9S-i.186214521.11532750437?extraParams=%7B%22display_model_id%22%3A94358631766%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-7r98z-lmx2vg71fnv24f
Personal Care,KODOMO Baby Wipes Aloe Vera 50S x 2 Pcs,-21%,,4RB+ terjual,https://shopee.co.id/KODOMO-Baby-Wipes-Aloe-Vera-50S-x-2-Pcs-i.186214521.9453769943?extraParams=%7B%22display_model_id%22%3A91949286500%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-8224z-ml1geozak2kk5c
Personal Care,Emeron Hair Vitamin Hijab Clean & Fresh - Vitamin Rambut Menutrisi Rambut dan Menghilangkan Bau Apek 6S,-33%,,1RB+ terjual,https://shopee.co.id/Emeron-Hair-Vitamin-Hijab-Clean-Fresh-Vitamin-Rambut-Menutrisi-Rambut-dan-Menghilangkan-Bau-Apek-6S-i.186214521.44211583038?extraParams=%7B%22display_model_id%22%3A275971584600%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134275-7ra0k-md06jqe82c8411
Personal Care,Mykonos - Utopia Extrait de Parfum 100ml,-8%,Hadiah Gratis,3RB+ terjual,https://shopee.co.id/Mykonos-Utopia-Extrait-de-Parfum-100ml-i.186214521.43169897984?extraParams=%7B%22display_model_id%22%3A296627201240%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134275-81ztj-methtxcthyww0c
Personal Care,KUNDAL Honey & Macadamia Hair Treatment White Musk 500ml,-30%,,747 terjual,https://shopee.co.id/KUNDAL-Honey-Macadamia-Hair-Treatment-White-Musk-500ml-i.186214521.8702979758?extraParams=%7B%22display_model_id%22%3A62367775328%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-7qul4-lijriqxlde3493
Personal Care,Softex Celana Menstruasi All Size 2 pads - Pembalut Celana - Spesial Bulan Ungu,-15%,,372 terjual,https://shopee.co.id/Softex-Celana-Menstruasi-All-Size-2-pads-Pembalut-Celana-Spesial-Bulan-Ungu-i.186214521.27464846611?extraParams=%7B%22display_model_id%22%3A197900889750%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134201-7rasf-m1nofq4wme73b0
Personal Care,Issea Lip Butter Balm 15ml,-36%,,318 terjual,https://shopee.co.id/Issea-Lip-Butter-Balm-15ml-i.186214521.44171555678?extraParams=%7B%22display_model_id%22%3A296756846167%2C%22model_selection_logic%22%3A2%7D,https://down-id.img.susercontent.com/file/id-11134207-81ztj-mf3j03mo54wc41
Personal Care,Dettol Bodywash Cool 2x720Ml,-30%,Hadiah Gratis,39 terjual,https://shopee.co.id/Dettol-Bodywash-Cool-2x720Ml-i.186214521.26501625911?extraParams=%7B%22display_model_id%22%3A118373058530%2C%22model_selection_logic%22%3A3%7D,https://down-id.img.susercontent.com/file/id-11134207-822wj-mnwbvitwbvgg8b
